Department,Building,Count,Percentage,Latitude,Longitude,Blurb
Writing,NH,3,0.56,34.41512704053030,-119.846288190496,Number of classes: 3 (1.02%)
Writing,ELLSN,3,0.56,34.416617643011200,-119.845525252934,Number of classes: 3 (1.02%)
Writing,ELNG,3,0.56,34.416617643011200,-119.845525252934,Number of classes: 3 (1.02%)
Writing,BIOEN,1,0.19,34.41333774635830,-119.84484866166,Number of classes: 1 (0.02%)
Writing,PHELP,84,15.56,34.41624938907930,-119.844830048167,Number of classes: 84 (16.02%)
Writing,BUCHN,62,11.48,34.415642395606100,-119.844671092344,Number of classes: 62 (11.02%)
Writing,LSB,55,10.19,34.41203912485620,-119.843595593253,Number of classes: 55 (10.02%)
Writing & Literature (Creative Studies),GIRV,1,1.43,34.414169412115500,-119.846673803972,Number of classes: 1 (1.02%)
Writing & Literature (Creative Studies),CRST,69,98.57,34.41172435082740,-119.845804010736,Number of classes: 69 (99.02%)
Writing & Literature (Creative Studies),CRST,69,98.57,34.41172435082740,-119.845804010736,Number of classes: 69 (99.02%)
